שם תחנה,מספר תחנה,תאריך,"כמות גשם יומית(מ""מ)",קוד גשם יומי()
כפר סאלד                                          ,310351,20/01/2021,4.3,0
כפר תפוח                                          ,241361,20/01/2021,6.7,0
כפר ורבורג                                        ,140950,20/01/2021,1,0
כפר יחזקאל                                        ,230050,20/01/2021,0.5,7
כפר יהושע                                         ,220300,20/01/2021,3,0
"כרם מהר""ל                                         ",121142,20/01/2021,1.1,0
כנרת מושבה                                        ,320405,20/01/2021,3.9,0
כנרת קבוצה                                        ,320448,20/01/2021,3.9,0
כיסופים                                           ,144604,20/01/2021,9.5,5
כוכב הירדן                                        ,216255,20/01/2021,1.7,0
כוכב השחר                                         ,241861,20/01/2021,9.1,0
להב                                               ,248396,20/01/2021,12.9,0
להב מאוישת                                        ,248397,20/01/2021,13.4,0
להבות הבשן                                        ,310799,20/01/2021,2.4,0
להבות חביבה                                       ,131451,20/01/2021,6.7,0
לטרון מנזר                                        ,242951,20/01/2021,4.5,5
לביא                                              ,213598,20/01/2021,8.1,5
לימן                                              ,110200,20/01/2021,11.6,0
מעלה אדומים                                       ,245464,20/01/2021,8.3,0
מעלה אדומים מאוישת                                ,245463,20/01/2021,8.3,5
מעלה עמוס                                         ,247881,20/01/2021,6,0
מעלה גלבוע                                        ,240090,20/01/2021,3.5,0
מעלה גלבוע מאוישת                                 ,240082,20/01/2021,4,5
מעלה החמישה                                       ,243310,20/01/2021,4.4,0
מעש                                               ,136072,20/01/2021,1.5,0
מעברות                                            ,131801,20/01/2021,2,5
מעון                                              ,248370,20/01/2021,12.2,5
מעיין ברוך                                        ,310051,20/01/2021,7.1,0
